estimated_study_hours,hours_left_until_deadline,completion_percentage,difficulty,risk_level
8.5,34.9,28.5,Easy,Low
4.2,63.7,45.4,Easy,Low
19.3,17.0,5.6,Medium,High
2.2,118.2,45.8,Hard,Low
10.4,2.7,22.6,Easy,High
10.0,5.0,0.4,Hard,High
8.8,44.4,60.3,Easy,Low
11.9,46.3,61.3,Hard,Low
17.0,11.6,37.5,Medium,High
9.6,126.7,98.6,Medium,Low
7.4,62.1,99.8,Medium,Low
2.7,76.9,60.6,Easy,Low
7.0,48.9,32.0,Hard,Low
4.5,35.2,59.8,Hard,Low
9.6,16.3,12.3,Medium,Medium
9.0,128.0,91.6,Hard,Low
9.9,141.7,86.9,Hard,Low
17.2,14.1,31.6,Easy,High
8.5,48.0,63.4,Medium,Low
19.5,16.6,1.7,Hard,High
9.8,17.7,26.5,Hard,Medium
6.7,39.2,51.2,Medium,Low
3.0,43.0,51.9,Medium,Low
6.1,45.6,48.6,Hard,Low
1.4,71.3,77.0,Hard,Low
15.1,6.8,4.1,Hard,High
9.3,145.3,70.7,Hard,Low
1.6,68.7,97.4,Medium,Low
7.7,17.3,29.4,Hard,Medium
14.1,13.9,7.5,Easy,High
5.1,5.0,0.5,Easy,High
7.0,76.8,95.6,Hard,Low
9.0,48.1,65.0,Hard,Low
13.9,53.6,32.2,Medium,Low
5.5,120.5,64.9,Medium,Low
7.2,155.6,72.1,Medium,Low
6.4,16.8,46.4,Medium,Low
11.8,32.6,69.5,Medium,Low
5.4,62.8,48.6,Medium,Low
5.1,86.1,97.6,Medium,Low
5.9,55.5,44.5,Medium,Low
1.0,109.1,97.2,Easy,Low
19.5,3.3,19.8,Hard,High
1.6,122.6,53.1,Medium,Low
9.4,52.8,26.7,Medium,Low
3.7,112.1,63.7,Hard,Low
12.2,14.6,55.6,Easy,Medium
6.2,16.9,39.8,Hard,Medium
11.8,43.0,30.3,Easy,Low
11.2,18.6,64.4,Medium,Low
13.3,19.6,0.2,Medium,High
3.9,31.3,26.4,Easy,High
14.3,16.5,31.3,Hard,High
11.0,16.3,43.1,Medium,Medium
5.5,146.5,83.0,Hard,Low
14.9,33.9,23.6,Easy,Medium
8.8,10.9,20.8,Medium,Medium
17.9,13.2,16.1,Easy,High
10.4,0.7,13.0,Hard,High
15.4,15.1,2.6,Medium,High
7.8,87.8,91.2,Hard,Low
7.8,16.8,36.7,Medium,Medium
2.1,57.9,83.8,Easy,Low
14.1,42.5,56.8,Easy,Low
3.7,30.0,40.8,Medium,Low
3.8,166.3,43.5,Hard,Low
12.7,20.5,29.8,Easy,Medium
8.8,34.7,68.6,Medium,Low
12.1,10.9,21.8,Hard,High
9.5,7.2,24.2,Medium,High
17.7,3.1,5.1,Easy,High
7.3,151.5,85.2,Hard,Low
17.9,17.2,19.4,Medium,High
9.9,5.6,15.5,Easy,High
12.0,12.6,17.8,Easy,Medium
11.8,11.5,1.5,Hard,High
7.7,156.6,90.0,Easy,Low
13.8,15.8,39.1,Medium,Medium
13.7,38.0,29.9,Easy,Low
19.4,4.0,16.2,Easy,High
18.5,7.2,2.3,Hard,High
14.1,16.8,16.3,Hard,High
19.4,16.9,14.1,Medium,High
2.0,72.9,46.0,Medium,Low
2.1,42.5,92.0,Medium,Low
4.7,156.6,67.1,Easy,Low
4.1,140.0,73.9,Hard,Low
6.9,42.2,57.8,Easy,High
4.6,93.1,62.4,Easy,Low
19.3,6.7,6.3,Medium,High
5.9,3.1,27.6,Medium,High
6.6,51.7,95.9,Medium,Low
15.4,18.8,8.8,Medium,High
9.8,31.3,69.5,Easy,Low
6.9,5.0,38.6,Hard,High
5.4,70.0,61.8,Easy,Low
12.8,16.1,16.5,Easy,Medium
7.1,18.5,15.5,Hard,Low
2.6,96.4,82.9,Easy,Low
14.7,35.5,24.7,Medium,Medium
8.9,3.7,31.4,Medium,Medium
7.8,36.9,54.8,Hard,Low
7.9,15.6,25.8,Easy,Medium
1.1,151.4,95.6,Hard,Low
15.2,4.3,33.0,Medium,High
6.9,114.1,87.2,Medium,Low
3.2,152.4,72.3,Easy,Low
16.3,8.7,34.2,Medium,High
14.4,29.2,32.4,Hard,Medium
5.9,89.4,57.0,Easy,Low
4.3,89.7,97.0,Easy,Low
1.8,149.1,88.5,Medium,Low
9.0,44.6,46.7,Medium,Low
9.6,119.9,83.1,Easy,Low
6.7,96.4,94.8,Medium,Low
6.7,48.6,99.7,Medium,Low
2.2,86.7,94.6,Hard,Low
10.2,11.6,39.0,Hard,High
14.8,11.2,30.8,Medium,High
5.9,42.8,34.6,Hard,Low
7.0,98.2,77.4,Hard,Low
14.0,56.2,64.8,Medium,Low
14.5,54.5,32.7,Easy,Low
11.4,22.2,42.6,Hard,Medium
17.4,6.2,6.0,Medium,High
6.8,134.2,92.0,Medium,Low
5.3,47.2,67.7,Easy,Low
5.4,4.1,32.9,Easy,High
6.4,13.4,8.0,Medium,Medium
8.3,117.3,83.8,Medium,Low
9.5,12.3,22.3,Medium,Medium
3.7,58.2,54.2,Hard,Low
3.2,53.0,58.2,Easy,Low
8.8,45.3,44.9,Hard,Low
7.1,94.2,97.8,Hard,Low
14.4,39.6,67.3,Hard,Low
7.1,30.4,48.6,Medium,Low
7.2,4.8,31.8,Easy,High
9.6,30.7,32.4,Medium,Low
9.8,5.0,8.5,Hard,Medium
8.0,60.1,93.7,Medium,Low
3.8,87.0,56.7,Hard,Low
11.9,15.7,27.4,Hard,High
6.6,103.7,57.4,Easy,Low
11.2,39.5,60.3,Hard,Low
6.4,44.9,60.7,Medium,Low
4.4,95.3,48.8,Hard,Low
5.8,53.6,40.4,Hard,Low
10.9,32.0,26.2,Hard,Medium
1.3,161.9,65.8,Easy,Low
15.1,1.4,23.9,Hard,High
9.8,84.0,78.4,Medium,Low
13.6,8.0,38.5,Hard,High
7.7,93.6,49.3,Hard,Low
12.7,16.8,41.3,Easy,Medium
5.8,42.0,49.4,Hard,Low
13.6,38.4,32.1,Easy,Low
7.9,123.9,50.2,Hard,Low
9.4,39.8,37.3,Medium,Low
4.1,149.2,90.5,Hard,Low
17.4,9.7,2.3,Easy,High
9.2,24.7,40.4,Hard,Medium
9.2,164.2,59.8,Medium,Low
10.1,51.4,53.0,Easy,Low
18.5,7.3,11.5,Medium,High
9.6,15.9,34.2,Easy,Medium
2.4,50.7,67.0,Medium,Low
9.2,36.3,28.7,Hard,Low
7.3,123.0,73.6,Easy,Low
8.3,154.2,66.7,Easy,Low
9.2,23.3,47.7,Easy,Low
9.9,83.9,93.6,Easy,Low
11.1,16.0,26.6,Hard,Low
10.3,12.9,30.3,Hard,High
11.3,10.5,55.8,Easy,Medium
5.0,33.0,28.7,Easy,Low
8.0,124.4,93.1,Hard,Low
5.0,43.4,29.3,Medium,Low
13.9,4.6,12.3,Easy,High
8.2,11.9,43.3,Easy,Medium
6.4,3.3,34.4,Hard,High
19.0,1.1,39.7,Easy,High
5.6,161.9,94.0,Medium,Low
18.2,14.2,32.2,Hard,High
4.3,54.2,77.1,Easy,Low
3.5,67.5,82.2,Hard,Low
13.0,12.6,41.5,Easy,Medium
1.5,140.1,93.8,Medium,Low
11.4,7.8,6.9,Medium,High
3.4,10.3,53.8,Easy,Low
13.5,55.0,20.8,Easy,Low
3.6,20.0,41.4,Medium,Low
8.7,22.9,32.8,Medium,Medium
11.4,16.9,6.4,Easy,Medium
8.6,45.9,21.2,Easy,Low
11.7,8.8,30.7,Hard,High
5.3,128.1,54.1,Easy,Low
16.6,16.4,0.3,Easy,High
5.8,16.0,23.5,Easy,Low
7.7,15.4,1.8,Hard,Medium
10.5,14.6,36.6,Medium,Medium
4.9,85.9,54.7,Medium,Low
6.0,78.9,67.8,Hard,Low
2.3,46.8,53.8,Medium,Medium
5.4,16.3,22.6,Easy,Low
12.1,15.6,23.1,Hard,High
11.6,8.5,29.4,Medium,High
11.4,40.0,38.9,Easy,Low
5.7,18.8,25.3,Easy,Low
11.4,50.1,31.1,Easy,Low
6.7,157.2,92.8,Easy,Low
11.2,22.8,66.5,Hard,Low
5.4,12.4,37.1,Medium,Medium
11.3,48.8,63.1,Easy,Low
7.3,14.6,5.1,Hard,Medium
5.4,12.1,16.8,Hard,Medium
2.0,160.2,98.2,Medium,Low
1.6,83.1,88.1,Hard,Low
10.6,16.7,47.8,Medium,Medium
12.4,35.1,55.6,Medium,Low
14.9,46.6,54.8,Hard,Low
3.5,49.7,22.9,Easy,Low
13.2,12.3,28.9,Medium,High
12.6,7.7,8.4,Medium,High
19.8,17.1,12.3,Easy,High
7.8,27.9,66.0,Hard,Low
14.1,8.8,20.3,Medium,High
6.1,114.1,62.6,Medium,Low
19.2,2.3,8.9,Medium,High
13.7,7.7,0.3,Hard,High
12.5,11.7,25.6,Easy,Medium
5.1,45.3,62.5,Easy,Low
7.7,39.9,22.9,Medium,Low
10.1,14.2,18.1,Hard,High
7.6,45.8,51.3,Easy,Low
13.7,13.7,41.1,Hard,High
5.6,114.8,79.1,Medium,Low
9.7,159.9,95.6,Easy,Low
13.6,51.2,69.5,Easy,Low
9.3,161.5,77.4,Easy,Low
4.6,16.2,46.7,Hard,Low
9.3,44.0,34.5,Medium,Low
13.0,47.9,69.0,Hard,Low
6.9,46.4,45.4,Easy,Low
4.0,150.8,47.5,Easy,Low
5.7,41.8,86.4,Easy,Low
13.9,32.6,67.8,Hard,Low
7.7,54.3,54.7,Hard,Low
2.5,54.7,72.3,Medium,High
14.6,33.2,59.2,Medium,Low
4.5,16.2,30.3,Medium,Low
14.7,40.5,63.7,Medium,Low
2.8,55.7,98.2,Easy,Low
10.9,6.2,27.2,Medium,Low
9.6,19.2,26.1,Easy,Medium
7.4,71.9,86.1,Easy,Low
5.9,126.2,71.9,Medium,Low
6.5,15.6,36.7,Hard,Medium
8.7,13.3,2.2,Medium,Medium
6.2,73.2,77.4,Medium,Low
5.7,39.4,57.4,Easy,Low
3.3,113.6,64.4,Medium,Low
4.1,44.9,27.4,Easy,Low
8.6,132.7,95.2,Medium,Low
7.4,125.5,73.0,Medium,Low
3.9,56.0,44.4,Easy,Low
8.1,10.4,46.7,Hard,Medium
11.8,13.4,35.1,Easy,Medium
5.7,112.0,77.9,Hard,Low
5.0,47.7,69.1,Hard,Low
5.4,79.0,45.8,Easy,Low
6.8,48.1,46.8,Hard,Low
15.4,18.8,24.2,Easy,Medium
14.2,9.5,34.5,Medium,High
9.3,46.9,28.9,Medium,Low
7.2,38.3,35.3,Easy,Low
13.2,50.9,24.2,Hard,Medium
9.2,12.9,34.8,Medium,Medium
13.7,48.4,27.0,Easy,Low
6.5,42.4,21.2,Medium,Low
5.8,13.2,7.3,Hard,Medium
12.9,11.0,58.2,Medium,Medium
10.3,8.6,13.0,Easy,High
14.9,38.5,50.8,Easy,Low
7.1,7.7,2.9,Hard,High
14.2,55.8,24.2,Hard,Medium
8.3,41.5,59.4,Hard,Low
7.6,1.1,4.1,Easy,High
12.3,42.9,63.2,Hard,Low
12.8,15.0,31.9,Hard,High
4.3,49.8,64.0,Hard,Low
11.2,15.4,23.6,Easy,Medium
14.4,17.6,30.8,Easy,Medium
5.2,99.4,45.0,Hard,Low
11.3,16.4,23.5,Medium,Medium
3.2,53.8,68.2,Medium,Low
10.5,4.6,20.2,Medium,High
6.9,59.1,55.6,Easy,Low
7.0,4.4,39.8,Easy,High
2.6,67.0,48.3,Hard,Low
15.1,9.2,22.1,Hard,High
11.7,21.6,38.4,Medium,Medium
17.0,18.9,9.4,Hard,High
15.1,5.8,34.7,Medium,High
7.5,116.9,57.1,Hard,Low
6.6,4.1,21.5,Medium,High
9.3,2.4,6.1,Hard,High
11.7,51.4,22.0,Medium,Low
19.4,6.6,23.1,Easy,High
9.8,30.3,31.8,Easy,Low
6.4,96.0,93.4,Medium,Low
3.0,91.1,99.9,Hard,Low
2.3,149.9,72.3,Medium,Low
17.0,5.1,13.4,Easy,High
9.7,10.2,3.0,Hard,High
8.8,53.0,51.2,Hard,Low
12.8,54.6,35.4,Hard,Low
2.6,93.4,80.3,Easy,Low
1.6,44.6,77.9,Hard,Low
5.9,95.4,52.0,Medium,Low
5.9,66.5,96.3,Hard,Low
11.2,17.4,5.3,Easy,Medium
15.6,14.0,2.4,Hard,High
8.7,11.1,0.2,Easy,Medium
15.2,6.0,38.3,Easy,High
8.5,156.2,74.6,Hard,Low
7.0,143.9,50.0,Hard,Low
1.8,43.0,96.3,Easy,Low
4.3,45.0,69.7,Hard,Medium
13.2,49.9,24.4,Easy,Low
7.0,37.4,53.9,Easy,Low
12.0,37.3,42.0,Medium,Low
9.5,160.8,53.5,Easy,Low
10.2,14.7,25.3,Easy,Medium
7.4,31.6,66.3,Medium,Low
13.1,29.1,54.4,Medium,Low
5.6,6.1,34.7,Medium,Medium
14.1,7.5,23.8,Easy,Medium
9.9,87.8,86.9,Easy,Low
19.8,12.0,17.2,Easy,High
8.3,16.9,64.9,Hard,Low
10.2,11.4,41.5,Hard,High
4.4,35.0,48.0,Medium,Low
14.9,44.1,36.9,Easy,Low
9.5,137.1,95.5,Hard,Low
6.4,155.7,61.5,Medium,Low
9.4,46.6,39.8,Medium,Low
6.7,106.0,60.1,Medium,Low
3.2,97.7,75.0,Hard,Low
5.7,130.1,89.8,Easy,Low
9.3,50.1,85.9,Hard,Low
13.6,58.4,60.9,Hard,Low
3.7,146.7,52.6,Hard,Low
9.9,96.5,73.7,Easy,Low
14.5,0.6,13.1,Easy,High
5.4,16.1,63.5,Hard,Low
17.6,15.3,16.3,Medium,High
7.9,13.0,27.2,Easy,Medium
9.2,3.0,26.0,Easy,High
16.0,5.9,27.8,Medium,High
3.7,23.7,48.6,Medium,High
8.6,13.9,25.8,Easy,Medium
7.2,151.7,65.0,Hard,Low
9.3,121.8,56.6,Easy,Low
14.4,16.2,14.3,Medium,High
4.5,78.3,46.4,Easy,Low
12.8,1.8,15.4,Medium,High
10.2,1.8,29.6,Medium,High
7.3,17.5,21.2,Medium,Medium
14.3,43.8,27.2,Medium,Low
6.6,37.7,24.3,Medium,Low
17.5,13.9,7.6,Easy,High
11.0,50.8,49.0,Easy,Low
9.3,77.7,81.4,Medium,Low
12.4,26.1,36.6,Hard,Medium
5.7,53.4,20.5,Easy,Low
14.9,6.9,37.1,Medium,High
4.0,51.4,34.0,Medium,Low
13.7,18.9,18.4,Hard,High
3.0,133.2,40.2,Easy,Medium
7.9,63.4,49.3,Easy,Low
5.5,15.7,13.4,Easy,Low
2.1,104.4,68.9,Hard,Low
6.5,143.4,69.6,Hard,Low
9.8,7.0,3.4,Medium,High
8.0,47.2,44.3,Easy,Low
8.9,49.5,48.7,Medium,Low
7.1,3.7,18.3,Easy,High
17.9,17.1,17.6,Easy,High
17.8,16.3,12.4,Easy,High
15.6,16.9,33.7,Hard,High
13.1,49.4,34.4,Medium,Low
1.7,49.8,41.1,Hard,Low
7.5,65.1,51.6,Hard,Low
8.1,35.4,43.4,Easy,Low
5.3,43.9,61.1,Medium,Low
16.8,16.3,2.0,Medium,High
14.3,0.8,26.1,Hard,High
12.8,19.2,52.9,Easy,Medium
4.7,85.8,49.6,Easy,Low
14.5,16.4,26.2,Hard,High
7.7,21.1,46.9,Hard,Medium
7.7,115.3,47.6,Easy,Low
8.7,166.1,92.0,Medium,Low
11.7,12.1,38.1,Medium,Medium
9.5,55.7,43.0,Medium,Low
9.2,19.3,40.0,Medium,Medium
9.9,42.1,60.0,Easy,Low
19.7,7.0,8.3,Easy,High
5.8,3.1,10.3,Easy,High
10.7,15.6,32.3,Hard,Medium
7.0,16.2,23.7,Medium,Medium
17.8,6.3,20.1,Medium,High
9.8,89.3,54.8,Easy,Low
11.4,19.0,33.0,Hard,Medium
6.3,17.1,36.4,Medium,Low
1.4,95.0,61.9,Easy,Low
3.5,37.5,49.5,Medium,Low
17.4,5.0,18.9,Medium,High
6.0,94.8,47.8,Easy,Low
5.1,10.7,5.5,Medium,Medium
16.7,17.6,3.9,Easy,High
14.3,20.2,48.6,Medium,Medium
16.0,12.0,19.0,Easy,High
10.2,45.5,60.8,Hard,Low
9.6,14.3,28.8,Medium,Medium
16.9,11.3,36.3,Medium,High
8.8,14.0,5.3,Medium,Medium
13.8,27.9,27.9,Hard,Medium
13.9,4.9,30.1,Easy,High
7.4,41.6,75.6,Easy,Low
11.5,48.3,43.5,Medium,Low
14.9,8.1,3.8,Easy,High
12.7,18.3,9.7,Hard,High
13.7,4.6,27.6,Medium,High
13.5,58.5,58.2,Easy,Low
6.8,156.7,76.1,Medium,Medium
7.8,2.2,3.2,Hard,High
2.5,137.4,85.9,Easy,Low
14.3,2.0,28.6,Hard,High
4.4,21.2,24.4,Easy,Low
11.8,51.2,46.5,Medium,Low
7.5,59.5,46.9,Medium,Low
9.6,15.0,10.3,Medium,Medium
10.4,11.6,31.6,Medium,Medium
12.4,23.5,46.7,Easy,Low
2.1,48.3,95.1,Hard,Low
12.4,1.4,18.9,Medium,High
13.9,11.8,30.4,Easy,High
6.3,89.1,50.0,Easy,Low
9.2,7.0,33.7,Easy,Low
9.2,88.7,57.8,Hard,Low
7.5,69.2,47.9,Easy,Low
3.4,28.2,51.3,Easy,Low
11.0,16.5,23.0,Easy,Medium
12.2,48.4,41.0,Medium,Low
3.8,73.5,82.3,Easy,Low
3.5,59.1,40.9,Medium,Low
7.0,56.2,64.6,Hard,Low
11.1,5.7,2.2,Easy,High
12.5,11.6,37.3,Easy,Medium
18.9,16.4,28.2,Medium,High
4.0,102.4,47.7,Hard,Low
19.5,6.4,27.7,Hard,High
11.2,11.3,34.6,Easy,Medium
5.5,139.6,65.1,Medium,Low
13.4,10.8,28.1,Hard,High
13.4,0.9,15.8,Medium,High
5.3,23.9,50.3,Hard,Low
3.8,153.4,58.6,Easy,Low
7.0,83.7,81.7,Easy,Low
1.9,134.5,85.5,Medium,Low
7.5,5.9,24.8,Medium,High
6.7,15.1,21.5,Hard,Medium
1.7,49.4,76.5,Medium,Low
13.0,31.0,69.2,Medium,Low
3.8,44.1,55.9,Easy,Low
16.2,9.1,38.5,Medium,High
3.6,77.2,82.8,Easy,Low
2.2,115.6,62.0,Easy,Low
2.9,113.6,81.1,Hard,Low
3.0,57.0,80.8,Easy,High
7.2,20.0,52.4,Medium,Low
6.9,14.8,25.4,Hard,Medium
10.5,16.9,11.2,Hard,High
15.2,2.3,36.4,Easy,High
4.7,100.2,59.3,Easy,Low
10.2,13.3,57.8,Easy,Medium
14.1,6.0,15.3,Hard,High
8.8,1.4,22.3,Easy,High
6.3,1.2,29.2,Easy,High
6.7,37.8,66.2,Hard,Low
19.3,12.3,21.9,Hard,High
17.1,17.0,16.1,Hard,High
15.7,18.5,6.0,Hard,High
18.6,16.3,32.2,Easy,Medium
5.2,15.3,14.4,Hard,Medium
4.2,76.4,98.7,Easy,Low
6.9,44.1,76.9,Easy,Low
1.6,62.8,98.8,Medium,Low
3.1,14.0,67.4,Hard,Low
7.8,6.0,29.8,Hard,High
5.0,46.1,25.0,Hard,Low
3.2,97.8,43.8,Hard,High
9.1,48.0,98.1,Medium,High
9.3,6.0,13.2,Hard,High
7.8,8.8,30.4,Easy,Medium
13.1,6.4,19.7,Easy,High
6.6,16.7,39.7,Easy,Low
5.7,13.1,30.5,Easy,Low
19.7,2.7,35.4,Hard,High
4.9,59.6,37.1,Easy,Low
7.1,41.6,35.5,Medium,Low
4.0,161.4,77.2,Easy,Low
9.5,44.0,46.6,Easy,Medium
5.5,41.9,59.5,Medium,Low
5.1,123.9,64.3,Easy,Low
4.0,31.4,65.3,Medium,Low
3.7,18.3,57.2,Easy,Low
1.5,51.8,78.5,Medium,Low
11.3,7.2,36.1,Hard,High
15.8,7.2,38.7,Easy,High
11.9,3.6,25.8,Easy,High
7.5,100.8,76.3,Medium,Low
8.1,19.9,7.9,Easy,Medium
9.6,17.9,5.5,Medium,Medium
11.6,49.4,34.6,Hard,Low
5.0,119.8,95.5,Medium,Low
1.1,149.8,46.7,Medium,Low
4.6,18.2,68.9,Easy,Low
11.0,9.4,21.1,Easy,High
7.0,112.9,60.2,Medium,Low
8.9,35.9,30.8,Easy,Low
13.8,41.7,43.8,Medium,Low
9.7,157.9,53.3,Medium,Low
8.2,144.6,59.6,Medium,Low
18.2,13.0,23.3,Hard,High
18.0,18.9,21.9,Easy,Medium
2.5,98.7,60.6,Medium,Low
8.0,14.0,24.1,Hard,Medium
6.7,154.1,81.4,Hard,Low
2.5,98.4,75.5,Easy,Low
5.7,166.5,60.1,Medium,Low
4.4,22.2,45.8,Hard,Low
11.6,10.9,56.2,Hard,Medium
2.3,113.3,59.7,Easy,Low
16.6,5.6,13.9,Medium,High
9.0,16.7,35.8,Hard,Medium
7.0,78.3,96.3,Hard,Low
19.2,8.3,25.1,Hard,High
8.9,80.9,48.1,Easy,Low
5.6,52.8,26.7,Medium,Low
6.6,153.0,61.8,Easy,Low
8.8,22.3,25.0,Hard,Medium
4.4,110.1,46.4,Medium,Low
7.7,82.5,52.7,Easy,Low
4.7,33.9,61.6,Hard,Low
9.7,24.2,44.0,Medium,Low
10.8,18.6,33.4,Hard,Medium
13.0,16.7,26.3,Hard,High
8.8,55.0,36.0,Easy,Low
3.0,41.9,65.2,Easy,Low
11.0,57.4,58.7,Medium,Low
10.3,8.8,1.8,Hard,High
14.3,30.1,31.8,Easy,Medium
13.7,22.2,35.9,Hard,Medium
8.6,9.7,37.3,Medium,Medium
11.7,4.5,24.9,Hard,High
7.8,6.9,38.2,Medium,High
4.1,76.1,74.5,Easy,Low
17.9,3.1,14.8,Medium,High
11.1,18.1,5.2,Medium,Medium
8.9,147.6,50.9,Easy,Low
9.2,20.0,21.8,Medium,Medium
10.4,3.6,38.8,Medium,High
6.0,0.6,31.5,Medium,High
8.1,52.7,67.6,Easy,Low
2.1,60.6,99.6,Easy,Low
9.8,133.0,90.7,Hard,Low
11.0,12.1,11.8,Easy,Medium
9.9,88.5,55.9,Easy,Low
8.2,64.8,81.1,Easy,Low
14.4,11.1,36.4,Easy,High
8.9,135.9,66.1,Hard,Low
13.7,19.1,68.5,Hard,Medium
10.8,45.0,42.8,Easy,Low
9.2,116.0,46.6,Hard,Low
2.3,80.3,56.6,Medium,Low
14.5,2.5,15.5,Hard,High
9.6,31.0,28.3,Easy,Low
4.4,156.2,96.5,Hard,Low
9.6,45.4,28.6,Medium,Low
14.7,14.8,29.0,Easy,Medium
5.2,40.7,96.2,Medium,Medium
14.5,40.3,48.3,Hard,Low
17.7,12.4,35.4,Easy,High
10.0,2.0,30.4,Medium,High
4.7,122.8,54.6,Easy,Low
5.7,166.8,76.6,Medium,Low
9.4,7.8,26.5,Easy,High
8.3,16.9,35.7,Easy,Medium
16.5,9.3,3.1,Easy,High
5.0,9.1,10.3,Hard,Medium
8.2,159.5,56.4,Hard,Low
11.3,3.7,19.2,Medium,High
13.6,60.0,38.4,Medium,Medium
8.8,130.0,74.6,Hard,Low
2.2,157.9,82.6,Medium,Low
18.6,16.9,18.4,Medium,High
13.5,45.4,45.0,Easy,Low
13.0,55.8,28.0,Hard,Low
4.8,17.3,42.3,Hard,Low
4.6,130.1,54.4,Hard,Low
5.3,10.2,66.7,Medium,Low
9.7,13.8,4.9,Medium,High
16.3,9.4,36.6,Easy,Medium
5.3,42.5,23.7,Hard,Low
12.4,0.7,19.8,Easy,High
9.3,5.4,35.1,Hard,High
10.6,59.9,44.5,Medium,Low
17.2,17.5,32.2,Hard,High
19.5,6.3,37.0,Hard,High
15.0,9.8,3.3,Easy,High
16.6,8.4,13.4,Medium,High
6.5,157.7,66.5,Easy,Low
12.0,47.2,54.9,Medium,Low
13.9,57.5,51.5,Medium,Low
4.0,47.1,65.6,Hard,Low
14.7,37.3,38.8,Medium,Low
19.1,4.8,16.6,Medium,High
2.7,73.3,73.7,Medium,Medium
5.2,6.6,38.3,Hard,Medium
11.3,1.6,5.1,Hard,High
14.8,28.8,54.0,Easy,Low
11.2,33.0,42.2,Medium,Low
6.4,21.2,56.5,Medium,Low
7.4,18.0,36.5,Hard,Medium
12.9,31.9,47.1,Hard,Medium
5.2,35.5,48.6,Medium,Low
9.0,160.9,53.5,Medium,Low
14.2,51.7,59.0,Easy,Low
12.4,53.7,25.3,Hard,Low
12.7,51.8,37.3,Hard,Low
2.7,156.6,74.1,Medium,Low
11.3,10.3,35.5,Easy,Medium
11.6,12.0,54.1,Medium,Medium
10.5,0.7,4.4,Hard,High
10.2,13.8,60.4,Easy,Low
13.5,12.7,31.9,Medium,High
1.4,79.0,72.4,Easy,Low
6.8,45.6,62.7,Hard,Low
4.3,165.6,94.1,Easy,Low
3.1,54.8,46.4,Medium,Low
3.2,66.0,77.1,Easy,Low
13.6,17.4,8.2,Medium,High
8.4,114.2,40.8,Hard,Low
7.3,159.4,48.2,Medium,Low
7.3,77.7,51.4,Hard,Low
6.2,12.1,14.1,Hard,Medium
1.7,43.3,86.8,Hard,Low
10.5,34.8,46.2,Medium,Low
19.7,2.1,4.8,Easy,High
7.9,12.9,12.5,Medium,Medium
1.6,116.4,62.7,Medium,Low
11.5,19.3,34.5,Hard,Low
3.4,97.2,59.8,Easy,Low
2.3,46.3,79.2,Easy,Low
2.4,156.6,57.5,Easy,Low
3.1,153.1,57.4,Easy,Low
8.9,10.9,21.5,Easy,Medium
6.6,54.1,24.0,Easy,Low
4.9,143.1,51.6,Medium,Low
3.8,151.8,84.3,Hard,Low
8.4,16.3,65.9,Hard,Low
9.6,18.6,51.4,Easy,Low
9.7,122.8,59.9,Hard,Low
8.4,116.2,95.3,Medium,Low
16.0,6.1,5.1,Medium,High
14.0,5.3,29.3,Hard,Low
14.5,4.3,26.8,Medium,High
12.1,14.1,1.5,Medium,High
6.5,154.2,40.7,Hard,Low
8.2,15.4,35.7,Hard,Medium
5.9,10.5,32.9,Hard,Medium
7.5,51.8,51.4,Medium,Low
1.8,152.4,88.9,Medium,Low
6.1,19.6,11.9,Hard,Medium
13.1,2.4,5.3,Hard,High
14.3,52.2,25.1,Easy,Low
6.0,20.0,31.4,Hard,High
5.6,111.4,77.8,Easy,Medium
9.0,14.8,26.1,Medium,Medium
14.9,5.3,39.5,Hard,High
6.4,60.0,62.5,Medium,Low
9.4,45.8,39.8,Easy,Low
8.0,89.6,80.7,Medium,Low
7.1,10.5,19.0,Hard,High
7.1,8.4,1.9,Medium,High
10.7,38.1,30.1,Medium,Low
8.1,138.2,52.1,Hard,Low
8.6,144.5,59.9,Easy,Low
13.2,40.1,38.1,Hard,Medium
6.3,43.8,49.9,Hard,Low
8.5,11.8,9.8,Hard,High
13.6,10.0,9.9,Easy,High
2.5,143.6,66.3,Hard,Low
8.3,53.9,86.3,Hard,Low
7.4,10.3,45.8,Hard,Medium
4.7,42.9,48.4,Easy,Low
9.7,112.0,73.4,Easy,Low
16.9,13.0,11.9,Easy,High
7.1,17.8,14.8,Easy,Medium
3.8,39.0,34.5,Hard,Low
1.2,103.8,50.7,Easy,Low
7.0,48.0,47.8,Hard,Low
8.1,161.4,97.6,Hard,Low
9.4,45.4,25.2,Hard,Low
11.1,26.7,55.2,Medium,Low
5.2,6.8,26.4,Hard,High
13.3,10.3,22.4,Hard,High
14.5,9.4,32.2,Easy,High
19.1,0.7,24.7,Easy,High
3.0,43.7,65.5,Medium,Low
9.3,131.8,90.7,Medium,Low
4.0,110.6,65.6,Easy,Low
9.7,8.8,13.2,Medium,High
8.9,12.2,61.9,Easy,Low
9.8,13.4,11.2,Medium,Medium
3.3,57.6,50.1,Easy,Low
8.3,56.3,51.9,Easy,Low
18.1,6.3,29.3,Easy,High
1.0,87.0,78.3,Hard,Low
19.7,7.7,21.2,Easy,High
18.7,2.5,1.7,Medium,High
13.4,45.6,63.8,Easy,Low
7.0,4.7,27.5,Medium,High
5.4,61.7,60.4,Medium,Low
5.7,138.7,99.8,Easy,Low
